VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR      FOBAR       FFBAR       OOBAR       MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 281.31005 281.11346 79203.36005 79262.8251  79151.23794 1.90278
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 283.48945 282.95742 80266.18799 80419.87687 80118.97631 1.59014
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 281.03116 281.58662 79208.53053 79058.38362 79364.94478 1.65419
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 277.86824 277.85873 77278.4885  77279.21941 77290.77503 2.44139
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 277.32025 277.42955 77062.69941 77038.67394 77100.48663 2.49729
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 275.49086 275.84612 76121.6027  76032.91812 76221.90169 2.29263
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 291.88139 291.87726 85201.76289 85203.84326 85200.55008 0.62427
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 263.12703 263.42924 69353.15778 69280.06814 69448.5641  3.48192
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 258.81956 259.01078 67096.93293 67059.91177 67147.7737  2.92896
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 254.4614  254.35091 64806.34719 64835.90254 64785.75316 2.21126
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 260.41476 260.53346 67889.52034 67858.55704 67923.3838  1.16865
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 253.55255 253.22278 64228.22947 64311.83277 64147.97909 1.26821
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 255.292   254.47979 65001.5127  65209.98987 64805.11064 2.40346
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 253.56065 253.6144  64385.27521 64377.85295 64405.94399 2.40162
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 253.81531 253.95447 64554.76413 64526.62665 64591.9271  1.97883
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 268.24893 268.2286  71953.33062 71959.09005 71948.30985 0.64898
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 242.03092 242.47388 58713.37744 58622.24867 58836.02251 3.90538
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 239.3013  239.50913 57346.77905 57304.80571 57401.19324 2.54845
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 221.49473 222.0029  49190.18184 49079.86368 49308.37633 2.00388
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 225.72923 225.70841 50983.47224 50989.01757 50981.42384 1.23218
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 219.34607 218.66232 47969.83657 48121.42408 47823.27944 1.65419
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 222.45219 222.62856 49532.25327 49498.23423 49573.79393 1.91477
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 222.88036 222.95234 49709.21924 49700.28771 49733.3585  2.63003
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 222.11592 222.43953 49430.98722 49363.63926 49506.84651 2.02056
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1320000   20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 232.09178 232.52208 53968.0366  53868.39019 54068.67671 0.74059
