VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR      FOBAR       FFBAR       OOBAR       MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 281.17102 281.11346 79167.87159 79184.97395 79151.23794 0.51032
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 282.9819  282.95742 80126.08526 80133.33723 80118.97631 0.27118
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 281.67396 281.58662 79390.19082 79415.72358 79364.94478 0.38617
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 277.66356 277.85873 77236.71843 77182.95315 77290.77503 0.40218
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 277.38712 277.42955 77088.89388 77077.59386 77100.48663 0.39878
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 275.73826 275.84612 76192.55152 76163.43627 76221.90169 0.34069
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 291.86921 291.87726 85198.19616 85195.96182 85200.55008 0.23646
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 263.42315 263.42924 69446.96598 69445.71678 69448.5641  0.44528
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 258.84306 259.01078 67104.24115 67061.08958 67147.7737  0.46933
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 254.31637 254.35091 64776.12487 64766.65983 64785.75316 0.31583
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 260.45141 260.53346 67902.11498 67880.93095 67923.3838  0.22027
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 253.25318 253.22278 64156.13996 64164.38751 64147.97909 0.22617
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 254.37798 254.47979 64778.4685  64751.9727  64805.11064 0.29441
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 253.57349 253.6144  64395.29062 64384.76257 64405.94399 0.26549
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 253.90431 253.95447 64578.76839 64565.74652 64591.9271  0.2795
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 268.23194 268.2286  71949.19978 71950.17618 71948.30985 0.223
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 242.45921 242.47388 58832.12908 58828.37199 58836.02251 0.28288
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P500     t       K         P500    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 239.48184 239.50913 57394.3422  57387.66328 57401.19324 0.31726
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 120000    20260421_120000 20260421_120000 000000   20260421_120000 20260421_120000 t        K          P250     t       K         P250    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 221.97342 222.0029  49301.54126 49294.91427 49308.37633 0.34174
