VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FABAR     OABAR     FOABAR   FFABAR   OOABAR   MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SAL1L2     1539  0.49719   0.39064  19.34415 24.09848 28.29594 2.78047
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SAL1L2     1830  0.36211   0.52021   3.81393  6.48682  7.54028 1.79272
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SAL1L2      750  0.16153   1.28098  10.66253 14.10539 15.59876 2.14648
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SAL1L2     1512  0.49532   0.072241 15.79513 26.28731 31.2743  3.37084
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SAL1L2    11280  0.30394   0.38685  12.985   19.60009 22.97188 2.87181
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SAL1L2    11280  1.31567   1.35634  16.4197  20.12374 22.11592 2.23685
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SAL1L2     6480  0.96745   0.78784   2.11857  3.10941  2.40773 0.72862
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SAL1L2     5040 -0.38406  -0.21757  21.3889  26.14514 29.03405 2.85364
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SAL1L2     5040  3.03894   2.59632  34.19284 46.29489 42.32604 3.5369
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260418_120000 20260418_120000 000000   20260418_120000 20260418_120000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SAL1L2     1539 -0.21844   0.01452   9.26975 14.3464  14.55638 2.33836
