VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR      FOBAR       FFBAR       OOBAR       MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 280.01045 280.61089 78714.82763 78548.49184 78892.00957 2.58569
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 284.03487 283.71115 80640.42852 80739.62238 80552.03167 2.16436
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 280.14174 280.6074  78641.86294 78516.90402 78770.57861 1.46968
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 278.37139 278.36235 77579.70098 77593.90737 77576.72994 2.36305
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 276.9918  277.08597 76887.96672 76866.1697  76919.58322 2.28494
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 276.09768 276.1033  76358.10555 76363.43349 76366.73589 2.66022
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 292.03879 291.84478 85237.44391 85295.20033 85180.91268 0.70738
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 261.79165 261.82506 68570.71456 68561.19538 68593.35869 2.86627
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 259.79791 259.66314 67514.05874 67556.19186 67494.66245 3.62833
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 1800000   20260417_120000 20260417_120000 000000   20260417_120000 20260417_120000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 252.62004 253.22026 64065.08799 63915.35577 64219.81305 1.71392
