VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR      FOBAR       FFBAR       OOBAR       MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 278.68095 278.99281 77852.47276 77799.73944 77952.36149 4.72667
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 283.24082 282.77418 80143.59823 80289.95141 80014.20796 2.84523
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 281.41662 281.12997 79172.94681 79250.35114 79102.33172 1.98126
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 278.29875 278.72196 77668.13347 77569.62629 77789.02643 3.45977
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 276.95921 277.167   76887.21663 76842.23289 76954.30996 3.33314
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 276.05862 275.75776 76247.25324 76340.02758 76173.02804 3.18703
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 291.96355 291.81409 85205.74021 85251.05153 85161.86518 0.81169
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 263.02204 263.23739 69271.6005  69215.41934 69347.21121 3.40127
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 259.96203 258.91666 67355.39602 67640.5458  67098.28641 4.11707
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 2160000   20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 253.03083 253.81827 64304.57773 64134.17437 64512.08415 4.6982
