VERSION MODEL    DESC                         FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE   VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR      FOBAR       FFBAR       OOBAR       MAE
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 278.91778 278.99281 77931.59096 77911.42543 77952.36149 0.59382
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 282.70513 282.77418 79995.19633 79976.56018 80014.20796 0.42066
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 281.05878 281.12997 79083.35177 79064.64521 79102.33172 0.40867
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NAM     NEAREST     1           NA          NA         NA         NA    SL1L2      1512 278.59508 278.72196 77752.0259  77715.84107 77789.02643 0.65637
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 277.09598 277.167   76933.82491 76913.92392 76954.30996 0.56194
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS SH      NEAREST     1           NA          NA         NA         NA    SL1L2     11280 275.72497 275.75776 76163.90074 76155.31318 76173.02804 0.5144
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS TROPICS NEAREST     1           NA          NA         NA         NA    SL1L2      6480 291.79711 291.81409 85157.01329 85152.3651  85161.86518 0.31832
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS NPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 263.25726 263.23739 69351.21196 69355.91157 69347.21121 0.64419
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P850     t       K         P850    ANALYSIS SPOL    NEAREST     1           NA          NA         NA         NA    SL1L2      5040 258.88512 258.91666 67089.10446 67080.83975 67098.28641 0.67499
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P500     t       K         P500    ANALYSIS ASIA    NEAREST     1           NA          NA         NA         NA    SL1L2      1539 253.91073 253.81827 64535.5758  64559.40191 64512.08415 0.43931
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P500     t       K         P500    ANALYSIS AUNZ    NEAREST     1           NA          NA         NA         NA    SL1L2      1830 260.53105 260.64372 67949.27892 67919.92756 67978.87268 0.35827
V12.0.2 AGlobal4 _vs_ANALYSIS_T_AllLevels_00Z 240000    20260421_000000 20260421_000000 000000   20260421_000000 20260421_000000 t        K          P500     t       K         P500    ANALYSIS EUNA    NEAREST     1           NA          NA         NA         NA    SL1L2       750 253.05521 252.98646 64049.05927 64066.41553 64031.85359 0.29719
